flare_id, event_date, start_time         , peak_time          , end_time           , goes_class, goes_location, noaa_active_region, fl_location                   , x_hpc              , y_hpc              , y                   , x                    , centroids                     , fl_lat, fl_lon
    1161, 2010-11-11, 2010-11-11 23:57:00, 2010-11-12 00:13:00, 2010-11-12 00:23:00, B6.0      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
    1162, 2010-11-12, 2010-11-12 01:28:00, 2010-11-12 01:34:00, 2010-11-12 01:38:00, C4.6      , "(-3, -24)"  ,              11123, "(-3, -24)"                   , -46.522042226744816, -444.8826989908371 , -0.4067366430758002 , -0.04781127509712326 ,                               , -24.0 , -3.0
    1163, 2010-11-12, 2010-11-12 03:44:00, 2010-11-12 03:53:00, 2010-11-12 04:08:00, C1.0      , "(0, 0)"     ,              11123,                               ,                    ,                    ,                     ,                      ,                               ,       , 
    1164, 2010-11-12, 2010-11-12 05:12:00, 2010-11-12 05:21:00, 2010-11-12 05:36:00, C1.1      , "(0, 0)"     ,              11123,                               ,                    ,                    ,                     ,                      ,                               ,       , 
    1165, 2010-11-12, 2010-11-12 07:59:00, 2010-11-12 08:11:00, 2010-11-12 08:20:00, C1.5      , "(0, -22)"   ,              11123, "(0, -22)"                    , 0.0                , -414.0639175435502 , -0.374606593415912  , 0.0                  ,                               , -22.0 , 0.0
    1166, 2010-11-12, 2010-11-12 08:53:00, 2010-11-12 09:01:00, 2010-11-12 09:06:00, B4.0      , "(0, 0)"     ,              11123,                               ,                    ,                    ,                     ,                      ,                               ,       , 
    1167, 2010-11-12, 2010-11-12 08:53:00, 2010-11-12 09:01:00, 2010-11-12 09:06:00, B4.0      , "(0, 0)"     ,               1123, "(8.194036319704452, -22.0)"  , 128.59841412097938 , -413.4728578515722 , -0.374606593415912  , 0.13214772374631228  , "(8.194036319704452, -22.0)"  , -22.0 , 8.194036319704452
    1168, 2010-11-12, 2010-11-12 11:03:00, 2010-11-12 11:23:00, 2010-11-12 11:31:00, B2.1      , "(0, 0)"     ,               1123, "(9.557350843545546, -22.0)"  , 149.81088087858544 , -413.13531664461465, -0.374606593415912  , 0.1539447455082719   , "(9.557350843545546, -22.0)"  , -22.0 , 9.557350843545546
    1169, 2010-11-12, 2010-11-12 11:03:00, 2010-11-12 11:23:00, 2010-11-12 11:31:00, B2.1      , "(0, 0)"     ,              11123,                               ,                    ,                    ,                     ,                      ,                               ,       , 
    1170, 2010-11-12, 2010-11-12 11:43:00, 2010-11-12 11:57:00, 2010-11-12 12:05:00, B2.2      , "(0, 0)"     ,               1123, "(9.883778264746933, -22.0)"  , 154.87800047102837 , -413.0403179236959 , -0.374606593415912  , 0.15915128163910555  , "(9.883778264746933, -22.0)"  , -22.0 , 9.883778264746933
    1171, 2010-11-12, 2010-11-12 11:43:00, 2010-11-12 11:57:00, 2010-11-12 12:05:00, B2.2      , "(0, 0)"     ,               1123, "(9.883778264746933, -22.0)"  , 154.87800047102837 , -413.0403179236959 , -0.374606593415912  , 0.15915128163910555  , "(9.883778264746933, -22.0)"  , -22.0 , 9.883778264746933
    1172, 2010-11-12, 2010-11-12 11:43:00, 2010-11-12 11:57:00, 2010-11-12 12:05:00, B2.2      , "(0, 0)"     ,              11123,                               ,                    ,                    ,                     ,                      ,                               ,       , 
    1173, 2010-11-12, 2010-11-12 13:40:00, 2010-11-12 13:52:00, 2010-11-12 14:04:00, C1.5      , "(3, -21)"   ,              11123, "(3, -21)"                    , 47.553293837666814 , -398.17668662153994, -0.35836794954530027, 0.04885982435042639  ,                               , -21.0 , 3.0
    1174, 2010-11-13, 2010-11-13 06:11:00, 2010-11-13 06:15:00, 2010-11-13 06:21:00, B1.5      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
    1175, 2010-11-13, 2010-11-13 10:24:00, 2010-11-13 10:29:00, 2010-11-13 10:34:00, B4.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
    1176, 2010-11-13, 2010-11-13 10:24:00, 2010-11-13 10:29:00, 2010-11-13 10:34:00, B4.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
    1177, 2010-11-13, 2010-11-13 11:28:00, 2010-11-13 11:39:00, 2010-11-13 11:49:00, C1.3      , "(16, -23)"  ,              11123, "(16, -23)"                   , 246.93766619299973 , -425.55067382928945, -0.39073112848927377, 0.253725523822345    ,                               , -23.0 , 16.0
    1178, 2010-11-13, 2010-11-13 16:01:00, 2010-11-13 16:06:00, 2010-11-13 16:13:00, B2.0      , "(0, 0)"     ,              11124,                               ,                    ,                    ,                     ,                      ,                               ,       , 
    1179, 2010-11-13, 2010-11-13 17:04:00, 2010-11-13 17:27:00, 2010-11-13 17:36:00, B5.7      , "(-13, 18)"  ,              11125, "(-13, 18)"                   , -208.30667870678008, 252.88531107868607 , 0.3090169943749474  , -0.213941166081198   ,                               , 18.0  , -13.0
    1180, 2010-11-13, 2010-11-13 17:04:00, 2010-11-13 17:27:00, 2010-11-13 17:36:00, B5.7      , "(-13, 18)"  ,               1125, "(-13, 18)"                   , -208.30667870678008, 252.88531107868607 , 0.3090169943749474  , -0.213941166081198   , "(4.205528446420879, 19.0)"   , 18.0  , -13.0
    1181, 2010-11-13, 2010-11-13 17:46:00, 2010-11-13 17:50:00, 2010-11-13 17:54:00, B2.8      , "(-12, 18)"  ,              11125, "(-12, 18)"                   , -192.5326563778799 , 252.76106111906233 , 0.3090169943749474  , -0.19773576836617326 ,                               , 18.0  , -12.0
    1182, 2010-11-13, 2010-11-13 23:00:00, 2010-11-13 23:06:00, 2010-11-13 23:15:00, B1.6      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
    1183, 2010-11-13, 2010-11-13 23:50:00, 2010-11-14 00:01:00, 2010-11-14 00:10:00, C1.1      , "(26, -23)"  ,               1123, "(26, -23)"                   , 392.6692498896937  , -421.69561112149574, -0.39073112848927377, 0.403522768232858    , "(-23.990419663244907, -23.0)", -23.0 , 26.0
    1184, 2010-11-13, 2010-11-13 23:50:00, 2010-11-14 00:01:00, 2010-11-14 00:10:00, C1.1      , "(26, -23)"  ,              11123, "(26, -23)"                   , 392.6692498896937  , -421.69561112149574, -0.39073112848927377, 0.403522768232858    ,                               , -23.0 , 26.0
    1185, 2010-11-14, 2010-11-14 03:08:00, 2010-11-14 03:38:00, 2010-11-14 03:42:00, B2.0      , "(0, 0)"     ,              11123,                               ,                    ,                    ,                     ,                      ,                               ,       , 
    1186, 2010-11-14, 2010-11-14 03:08:00, 2010-11-14 03:38:00, 2010-11-14 03:42:00, B2.0      , "(0, 0)"     ,               1123, "(-21.911486587389437, -23.0)", -334.3220494973939 , -422.8907798599406 , -0.39073112848927377, -0.34350828170029135 , "(-21.911486587389437, -23.0)", -23.0 , -21.911486587389437
    1187, 2010-11-14, 2010-11-14 05:39:00, 2010-11-14 05:42:00, 2010-11-14 05:45:00, B1.8      , "(0, 0)"     ,              11124,                               ,                    ,                    ,                     ,                      ,                               ,       , 
    1188, 2010-11-14, 2010-11-14 08:52:00, 2010-11-14 08:55:00, 2010-11-14 09:05:00, B2.2      , "(0, 0)"     ,              11124,                               ,                    ,                    ,                     ,                      ,                               ,       , 
    1189, 2010-11-14, 2010-11-14 09:08:00, 2010-11-14 09:22:00, 2010-11-14 09:27:00, B2.6      , "(0, 0)"     ,              11124,                               ,                    ,                    ,                     ,                      ,                               ,       , 
    1190, 2010-11-14, 2010-11-14 10:26:00, 2010-11-14 10:30:00, 2010-11-14 10:41:00, B3.7      , "(0, 0)"     ,              11124,                               ,                    ,                    ,                     ,                      ,                               ,       , 
    1191, 2010-11-14, 2010-11-14 12:44:00, 2010-11-14 12:48:00, 2010-11-14 12:51:00, B2.4      , "(0, 0)"     ,              11124,                               ,                    ,                    ,                     ,                      ,                               ,       , 
